chrom	source	feature	pos1	pos2	strand	gene_id	gene_name	gene_type	all_padj	p1_padj	12w_padj
chr2	HAVANA	gene	129592835	129632228	+	ENSMUSG00000037902.18	Sirpa	protein_coding	0.997498095741611	0.995503729167721	0.996534413845533
chr18	HAVANA	gene	37736936	37841870	+	ENSMUSG00000102440.1	Pcdhga9	protein_coding	0.997500320262447	0.987817612176542	0.982101252764034
chr9	HAVANA	gene	120571444	120574654	+	ENSMUSG00000025794.9	Rpl14	protein_coding	0.997500576446031	0.976207655996566	0.959718699285605
chr13	HAVANA	gene	91259376	91274954	+	ENSMUSG00000114688.1	RP23-386F19.2	lincRNA	0.997500642096887	NA	NA
chr8	HAVANA	gene	79028437	79193766	+	ENSMUSG00000071064.13	Zfp827	protein_coding	0.997500678855364	0.995948342223692	0.9674457377576
chr11	HAVANA	gene	69686250	69695849	-	ENSMUSG00000097328.7	Tnfsf12	protein_coding	0.997500720033953	0.998980855273967	0.988089918289959
chr4	HAVANA	gene	129576815	129578549	-	ENSMUSG00000050493.8	Fam167b	protein_coding	0.997500879340092	0.99713512273076	0.960802853341688
chrX	HAVANA	gene	71921002	71940870	+	ENSMUSG00000073130.9	Gm1141	protein_coding	0.997500958815177	NA	NA
chr5	HAVANA	gene	114123926	114128218	-	ENSMUSG00000044339.12	Alkbh2	protein_coding	0.99750107285138	0.994596103741672	0.980298128987697
chr6	HAVANA	gene	52713344	52713955	-	ENSMUSG00000108170.1	RP23-92M3.4	TEC	0.997501867555548	NA	0.994048889209028
chr14	HAVANA	gene	25109384	25112926	+	ENSMUSG00000114288.1	RP24-163I13.4	lincRNA	0.997501959025595	NA	NA
chr6	HAVANA	gene	112563642	112565207	+	ENSMUSG00000083443.1	RP24-350P11.2	processed_pseudogene	0.997502215486448	0.994935152837767	0.987636194929567
chr14	HAVANA	gene	93194698	93195696	-	ENSMUSG00000115505.1	RP23-216H22.6	processed_pseudogene	0.997502710739018	0.993771906869551	0.960191694124399
chr15	HAVANA	gene	102100413	102116401	+	ENSMUSG00000037003.16	Tns2	protein_coding	0.997503091115973	0.993849099579326	0.989937357835967
chr7	HAVANA	gene	27656375	27674598	-	ENSMUSG00000040390.13	Map3k10	protein_coding	0.997503104339151	0.970178637019607	0.965947232850135
chr4	HAVANA	gene	156165290	156197488	-	ENSMUSG00000041936.18	Agrn	protein_coding	0.997503807413406	0.996735824701921	0.988163618236248
chr14	HAVANA	gene	5365794	5389049	-	ENSMUSG00000096003.7	RP23-254B9.1	protein_coding	0.997504095333907	0.998265610916162	NA
chr13	HAVANA	gene	67345246	67375733	-	ENSMUSG00000098692.1	RP24-242F4.8	protein_coding	0.997504870189887	NA	0.993465598861138
chr9	HAVANA	gene	4977959	4979174	+	ENSMUSG00000110644.1	RP24-343P7.1	processed_pseudogene	0.9975052824634	0.987990793944928	0.972626749444593
chr2	HAVANA	gene	152626951	152635198	+	ENSMUSG00000000359.3	Rem1	protein_coding	0.997505725015358	0.992979222197156	0.959294764864908
chr7	HAVANA	gene	35547185	35556304	-	ENSMUSG00000034875.5	Nudt19	protein_coding	0.997505898413566	0.99868190129537	0.97992020831317
chr9	HAVANA	gene	44309237	44320285	-	ENSMUSG00000032120.11	C2cd2l	protein_coding	0.997505934053168	0.95295817750729	0.961441608419455
chr18	HAVANA	gene	61259008	61259972	-	ENSMUSG00000091957.3	Rps2-ps10	transcribed_processed_pseudogene	0.99750606076893	0.987841385634412	0.959308054053058
chr6	HAVANA	gene	118427319	118455528	-	ENSMUSG00000030145.14	Zfp248	protein_coding	0.997506437284061	0.998060420462779	0.978920515975857
chr11	HAVANA	gene	103132429	103139876	+	ENSMUSG00000043372.12	Hexim2	protein_coding	0.997507497406854	0.998251618186377	0.985940814183564
chr17	ENSEMBL	gene	23660523	23668610	+	ENSMUSG00000043782.8	Bicdl2	protein_coding	0.997507617161484	0.999686078182812	0.966169848637592
chr18	ENSEMBL	gene	35209011	35215024	-	ENSMUSG00000071862.2	Lrrtm2	protein_coding	0.997508062062694	0.996285547101559	NA
chr6	HAVANA	gene	13069759	13089269	+	ENSMUSG00000029571.14	Tmem106b	protein_coding	0.99750832192049	0.996849572595233	0.990653136848308
chr1	HAVANA	gene	166431705	166431875	-	ENSMUSG00000084093.1	AC161807.1	processed_pseudogene	0.997508441536156	NA	0.961667466249796
chr17	HAVANA	gene	35016579	35026741	+	ENSMUSG00000007030.8	Vwa7	protein_coding	0.997508910453979	0.996248116378565	0.961639388786459
chr18	ENSEMBL	gene	80046895	80119640	+	ENSMUSG00000056214.8	Pard6g	protein_coding	0.997509084262133	0.998388700201646	0.979755872521239
chrX	HAVANA	gene	13071498	13173328	+	ENSMUSG00000031010.17	Usp9x	protein_coding	0.997509088393787	0.935670749107195	0.96116639302727
chr5	HAVANA	gene	24413392	24417835	+	ENSMUSG00000038276.12	Asic3	protein_coding	0.997509614027028	0.999226339244461	NA
chr3	HAVANA	gene	108793176	108840526	-	ENSMUSG00000027882.18	Stxbp3	protein_coding	0.997509806971781	0.994756910058785	0.959558552716655
chr9	HAVANA	gene	3532778	3894736	+	ENSMUSG00000041624.10	Gucy1a2	protein_coding	0.997510567650557	0.994239953325614	0.990583277024757
chr6	HAVANA	gene	50188888	50263862	-	ENSMUSG00000029821.15	Dfna5	protein_coding	0.997510625132779	0.994404747876594	0.978894279273027
chr10	HAVANA	gene	69209762	69213098	-	ENSMUSG00000090622.1	RP23-281E24.2	protein_coding	0.997510834004425	0.993972984357186	0.959281423855929
chr8	HAVANA	gene	36372596	36373633	-	ENSMUSG00000098154.2	RP23-169M5.1	processed_pseudogene	0.99751106092431	NA	0.999615012682249
chr18	HAVANA	gene	84610509	84650084	-	ENSMUSG00000056162.13	Cndp1	protein_coding	0.99751110423663	0.997036101871154	0.98814973821773
chr4	HAVANA	gene	154637576	154644724	+	ENSMUSG00000085069.2	RP23-360O1.1	antisense	0.9975119554325	0.995513040543403	0.95985891686913
chr4	HAVANA	gene	138454314	138460123	+	ENSMUSG00000046447.3	Camk2n1	protein_coding	0.997512446688099	0.995253282976913	0.988181897086824
chr4	HAVANA	gene	147735477	147738426	-	ENSMUSG00000081179.1	RP23-282C23.5	processed_pseudogene	0.997512472659742	0.998968411684398	0.988966307825447
chr18	HAVANA	gene	6024427	6136098	-	ENSMUSG00000041225.16	Arhgap12	protein_coding	0.997513035141044	0.993323073201275	0.960453137442842
chr4	HAVANA	gene	42055152	42089708	+	ENSMUSG00000095348.1	RP23-142L22.1	antisense	0.997513187228041	0.995804735507276	NA
chr8	HAVANA	gene	13405081	13421951	+	ENSMUSG00000031450.8	Grk1	protein_coding	0.997513500800253	0.993622932405684	NA
chr2	HAVANA	gene	90847155	90866810	+	ENSMUSG00000027282.17	Mtch2	protein_coding	0.997513591099922	0.995800039040144	0.99378893122703
chr8	HAVANA	gene	78509346	78734003	+	ENSMUSG00000031684.11	Slc10a7	protein_coding	0.997514665844904	0.997726253209951	0.979712460835311
chr11	ENSEMBL	gene	87443237	87443451	+	ENSMUSG00000105025.1	Rnu3b1	snoRNA	0.997514767267038	NA	NA
chr11	ENSEMBL	gene	87448627	87448841	+	ENSMUSG00000104856.1	Rnu3b3	snoRNA	0.997514767267038	NA	NA
chr11	ENSEMBL	gene	87462286	87462500	+	ENSMUSG00000098641.1	Rnu3b4	snoRNA	0.997514767267038	NA	NA
chr11	ENSEMBL	gene	87471368	87471582	+	ENSMUSG00000098925.1	Rnu3b2	snoRNA	0.997514767267038	NA	NA
chr3	HAVANA	gene	106684987	106736577	+	ENSMUSG00000056260.15	Lrif1	protein_coding	0.99751545314141	0.98780869610604	0.960055073696035
chr6	HAVANA	gene	136923655	136941899	-	ENSMUSG00000030220.13	Arhgdib	protein_coding	0.99751588938795	0.998877093714467	0.980316488400307
chr4	HAVANA	gene	118526999	118530228	+	ENSMUSG00000028536.12	RP24-16C11.2	protein_coding	0.997516407873329	0.99477151179791	0.965259988821435
chr11	HAVANA	gene	73175519	73177037	-	ENSMUSG00000047260.4	Emc6	protein_coding	0.997516524723234	0.542809185768792	0.961502222829755
chr4	HAVANA	gene	123183227	123194701	+	ENSMUSG00000046093.9	Hpcal4	protein_coding	0.997516833745959	0.840865348024865	0.960712049769712
chr1	HAVANA	gene	121304353	121332589	-	ENSMUSG00000003721.14	Insig2	protein_coding	0.997516900738071	0.673783369536388	0.958518890489735
chr1	HAVANA	gene	91415982	91459324	-	ENSMUSG00000055866.9	Per2	protein_coding	0.997517095147919	0.998819862808353	0.978896878222972
chr7	HAVANA	gene	28392951	28399388	+	ENSMUSG00000003437.14	Paf1	protein_coding	0.997517778668661	0.996004697806878	0.993699892390475
chr6	HAVANA	gene	38048483	38124586	-	ENSMUSG00000038600.12	Atp6v0a4	protein_coding	0.997517847642101	0.976515356300607	0.993746605269525
chr1	HAVANA	gene	162670725	162740556	-	ENSMUSG00000040225.15	Prrc2c	protein_coding	0.997517893998611	0.378957114742433	0.959564808267142
chr18	HAVANA	gene	37805718	37807922	-	ENSMUSG00000103309.1	RP23-407E2.27	antisense	0.997519251629971	0.996682135772975	0.962945923497
chr2	HAVANA	gene	180621956	180642708	-	ENSMUSG00000038932.13	Tcfl5	protein_coding	0.997519961544158	0.994923655117067	NA
chr7	HAVANA	gene	24270420	24277794	+	ENSMUSG00000055305.15	Zfp93	protein_coding	0.997520195402603	0.970869907214063	0.966272984285334
chr11	HAVANA	gene	106789252	106819930	+	ENSMUSG00000018372.13	Cep95	protein_coding	0.99752042990207	0.99724857311889	0.961563136913098
chr16	HAVANA	gene	20605451	20610768	-	ENSMUSG00000033809.14	Alg3	protein_coding	0.997520548729141	0.995011834505643	0.960694575792047
chr12	HAVANA	gene	76344525	76345381	-	ENSMUSG00000112096.1	RP24-225A16.3	TEC	0.997521231305574	0.994487005456877	NA
chr11	HAVANA	gene	73135485	73138294	-	ENSMUSG00000050107.2	Gsg2	protein_coding	0.997521549213353	0.971916398771863	0.958808898065355
chr10	HAVANA	gene	127801152	127846565	+	ENSMUSG00000069456.4	Rdh16	protein_coding	0.997521601927955	0.995916371374938	0.959476485582287
chr15	HAVANA	gene	80133127	80161707	+	ENSMUSG00000022414.8	Tab1	protein_coding	0.997521770229592	0.993745864325426	0.988072639068723
chr18	HAVANA	gene	49979427	50107173	+	ENSMUSG00000062210.13	Tnfaip8	protein_coding	0.997521929304984	0.997678468401609	0.987979018115669
chr11	HAVANA	gene	98026710	98030492	+	ENSMUSG00000017404.12	Rpl19	protein_coding	0.997522617653238	0.390242506060848	0.959139133555918
chr2	HAVANA	gene	113831492	113848661	-	ENSMUSG00000041219.14	Arhgap11a	protein_coding	0.9975236973778	0.994014691354048	0.960650113678318
chr4	HAVANA	gene	116132406	116151338	-	ENSMUSG00000028701.4	Lurap1	protein_coding	0.997524579080041	0.995489023892232	0.960159659361339
chr14	HAVANA	gene	69363504	69503362	-	ENSMUSG00000093954.8	RP23-103I12.4	protein_coding	0.99752464587291	0.998373622177884	0.958673487628532
chr12	ENSEMBL	gene	20415938	20433699	+	ENSMUSG00000073184.3	Gm10479	protein_coding	0.9975255395518	NA	NA
chr6	HAVANA	gene	145999536	146001763	-	ENSMUSG00000108161.1	CAAA01219085.1	lincRNA	0.997525718660465	NA	NA
chr8	HAVANA	gene	31150315	31164702	+	ENSMUSG00000031577.10	Tti2	protein_coding	0.99752627390585	0.99730211526932	0.999597948941131
chr7	HAVANA	gene	127434422	127439392	+	ENSMUSG00000108483.1	RP23-4H17.3	lincRNA	0.997526385178949	NA	0.963610558169431
chr4	HAVANA	gene	41194313	41275144	-	ENSMUSG00000028433.14	Ubap2	protein_coding	0.997526866638253	0.884645942974194	0.989203847344649
chr11	HAVANA	gene	62847069	62877465	+	ENSMUSG00000090173.8	Fbxw10	protein_coding	0.997527706483358	0.983504718352039	0.96023900372335
chr6	HAVANA	gene	21949571	21976038	+	ENSMUSG00000029670.12	Ing3	protein_coding	0.997528236326513	0.999264409987824	0.979034637934933
chr13	HAVANA	gene	96376930	96377630	+	ENSMUSG00000113743.1	RP24-323P9.1	processed_pseudogene	0.997528647739649	0.997378250306896	0.999616063616826
chrX	HAVANA	gene	104482818	104507490	+	ENSMUSG00000073016.3	Uprt	protein_coding	0.997528669975361	0.99458238150104	0.960235406875908
chr19	ENSEMBL	gene	8920374	8927234	+	ENSMUSG00000071649.5	B3gat3	protein_coding	0.997528731293087	0.995721969555874	0.960442430336235
chr8	HAVANA	gene	54954843	55060871	+	ENSMUSG00000031517.8	Gpm6a	protein_coding	0.997529986003509	0.91341313292853	0.960795517970072
chr1	HAVANA	gene	86582904	86609375	+	ENSMUSG00000026240.12	Cops7b	protein_coding	0.997530001461478	0.997144799331149	0.96643294901592
chr15	HAVANA	gene	89582533	89591923	-	ENSMUSG00000022621.16	Rabl2	protein_coding	0.997530113314341	0.993588882947238	0.98007844838681
chr12	HAVANA	gene	75630596	75669537	-	ENSMUSG00000045690.8	Wdr89	protein_coding	0.997530525075938	0.697911958914709	0.959859781650066
chr3	HAVANA	gene	35969384	35972026	-	ENSMUSG00000105556.1	RP23-111M12.2	TEC	0.997532129852924	NA	0.972367543116256
chr3	HAVANA	gene	75516490	75556856	-	ENSMUSG00000027835.11	Pdcd10	protein_coding	0.997532523007557	0.994869064427379	0.997165526566048
chr1	HAVANA	gene	184033030	184034301	-	ENSMUSG00000044854.7	RP23-326A12.1	protein_coding	0.997532636283647	0.993696845543558	0.960359481190104
chr6	HAVANA	gene	8630527	8778488	-	ENSMUSG00000062995.12	Ica1	protein_coding	0.997532749564028	0.997787134667897	0.972576274537095
chr14	HAVANA	gene	45588467	45658143	-	ENSMUSG00000037697.19	Ddhd1	protein_coding	0.997533201295266	0.993451802334317	0.961121202442131
chr10	HAVANA	gene	40164110	40169759	+	ENSMUSG00000110781.1	RP23-8O18.1	lincRNA	0.997533339173409	NA	0.991088060338282
chr11	HAVANA	gene	23306895	23490560	+	ENSMUSG00000056342.16	Usp34	protein_coding	0.997533555995945	0.36440934893612	0.960483138252983
chr7	HAVANA	gene	30818348	30823775	-	ENSMUSG00000051314.11	Ffar2	protein_coding	0.99753395675613	NA	0.996533969881488
chr8	HAVANA	gene	34090420	34108796	-	ENSMUSG00000031516.11	Dctn6	protein_coding	0.99753457830001	0.976562073994812	0.960623482042195
chr11	HAVANA	gene	86583865	86683836	-	ENSMUSG00000018171.9	Vmp1	protein_coding	0.997537601501075	0.998242257179663	0.967446329029131
chr15	HAVANA	gene	39076932	39087121	+	ENSMUSG00000054196.7	Cthrc1	protein_coding	0.997537732086758	0.504337387401548	0.960027789373151
chr4	HAVANA	gene	88094629	88411011	+	ENSMUSG00000038368.16	Focad	protein_coding	0.997537777349865	0.995930591518218	0.988173638688086
chr4	HAVANA	gene	43631935	43651244	+	ENSMUSG00000028469.15	Npr2	protein_coding	0.997537875546714	0.999738834251824	0.97249762052053
chr2	HAVANA	gene	135659011	136014593	+	ENSMUSG00000039943.16	Plcb4	protein_coding	0.997538286760264	0.997317907964361	0.97234223381252
chr3	HAVANA	gene	54735539	54751318	+	ENSMUSG00000036632.9	Alg5	protein_coding	0.99753870243405	0.976210751785553	0.961523064624446
chr7	HAVANA	gene	84528954	84583531	+	ENSMUSG00000097789.2	RP23-121N17.2	protein_coding	0.997539462398651	0.993219493433257	0.972420055656059
chr14	HAVANA	gene	55739020	55745690	-	ENSMUSG00000002332.16	Dhrs1	protein_coding	0.997540973784016	0.999658800620676	0.979874943245364
chr2	HAVANA	gene	75704770	75710024	+	ENSMUSG00000087222.1	RP23-374O4.3	processed_transcript	0.997541315073449	0.999096744765204	0.980292858398297
chr10	HAVANA	gene	3540240	3554877	+	ENSMUSG00000019762.4	Iyd	protein_coding	0.997541347779717	0.999228255119135	0.988353332307071
chr3	HAVANA	gene	54803115	54807791	-	ENSMUSG00000036615.6	Rfxap	protein_coding	0.997541826608645	0.99870968301752	0.992405219365834
chr9	HAVANA	gene	87189577	87255536	-	ENSMUSG00000056919.9	Cep162	protein_coding	0.997542485730613	0.993856494697906	0.992995660353824
chr9	HAVANA	gene	21955755	21958264	+	ENSMUSG00000051238.6	Swsap1	protein_coding	0.997542734085301	0.994702098813282	0.960800107228102
chr8	HAVANA	gene	72304110	72305260	-	ENSMUSG00000070713.5	RP23-39F24.2	protein_coding	0.99754370020324	0.997677207856946	0.968642539631041
chr15	HAVANA	gene	100691813	100729376	-	ENSMUSG00000037280.12	Galnt6	protein_coding	0.997544401245028	0.913294791268581	0.982538974250092
chr19	ENSEMBL	gene	24999529	25202432	+	ENSMUSG00000052085.6	Dock8	protein_coding	0.99754478465379	0.403074981226415	0.966449815992831
chr2	HAVANA	gene	170108643	170148103	-	ENSMUSG00000052056.14	Zfp217	protein_coding	0.997544996726288	0.993853406683807	0.994449957598296
chr1	HAVANA	gene	34415050	34417986	-	ENSMUSG00000101462.2	RP24-152H15.3	transcribed_processed_pseudogene	0.997545538676444	0.995256947516078	NA
chr1	HAVANA	gene	74713574	74737892	+	ENSMUSG00000026170.6	Cyp27a1	protein_coding	0.997546416946535	0.995622071348499	0.999630016195478
chr1	HAVANA	gene	59982490	60043184	-	ENSMUSG00000026018.12	Ica1l	protein_coding	0.99754652105827	0.997940267715154	NA
chr10	HAVANA	gene	75636706	75644008	-	ENSMUSG00000006342.15	Susd2	protein_coding	0.997547146403169	0.987898455514873	0.958752651611278
chr15	HAVANA	gene	79141009	79151774	+	ENSMUSG00000033020.7	Polr2f	protein_coding	0.997547430503123	0.363473879925008	0.849357941832503
chr12	HAVANA	gene	114434788	114435244	-	ENSMUSG00000076680.1	Ighv6-6	IG_V_gene	0.997548234342282	NA	0.97625371363673
chr4	HAVANA	gene	116601052	116627941	-	ENSMUSG00000028693.15	Nasp	protein_coding	0.997548312256292	0.996564969404982	0.999589585812516
chr15	HAVANA	gene	88982909	89055152	+	ENSMUSG00000015365.15	Mov10l1	protein_coding	0.997548730136057	0.995926868116762	NA
chr10	HAVANA	gene	6885796	7052478	-	ENSMUSG00000064065.15	Ipcef1	protein_coding	0.997548778148946	0.976545696060104	0.961205555160797
chrX	HAVANA	gene	73787028	73790830	+	ENSMUSG00000002014.12	Ssr4	protein_coding	0.997549020431874	0.870953693566662	0.960963767287366
chr2	HAVANA	gene	110196889	110256131	+	ENSMUSG00000085444.1	RP23-300M9.2	antisense	0.997549270143389	NA	0.978971481105996
chr18	HAVANA	gene	36345619	36402980	+	ENSMUSG00000046727.12	Cystm1	protein_coding	0.997549362179913	0.781320507393486	0.9599062774264
chr4	HAVANA	gene	129425765	129440853	-	ENSMUSG00000048485.12	Zbtb8b	protein_coding	0.997549410405963	0.995383293622477	0.994463266524938
chr6	HAVANA	gene	57684739	57687580	-	ENSMUSG00000104204.1	RP23-291E6.6	TEC	0.997550053866234	0.99771394279101	0.972368013296257
chr1	HAVANA	gene	59100590	59120408	-	ENSMUSG00000038079.14	Tmem237	protein_coding	0.997550529977029	0.994055755729079	0.979379115382679
chr12	HAVANA	gene	46478688	46479327	-	ENSMUSG00000112811.1	RP23-239L12.1	processed_pseudogene	0.997550544749388	NA	NA
chr5	HAVANA	gene	118027743	118061878	+	ENSMUSG00000029359.13	Tesc	protein_coding	0.997550604276934	0.998074393795014	0.980458034439849
chr1	HAVANA	gene	164931644	164935527	-	ENSMUSG00000026573.7	Xcl1	protein_coding	0.997550644269293	NA	0.98016799207659
chr10	HAVANA	gene	61695514	61702773	+	ENSMUSG00000020087.5	Tysnd1	protein_coding	0.997550811288729	0.99377730739518	0.959649368644992
chr16	HAVANA	gene	44736768	44746363	-	ENSMUSG00000022668.10	Gtpbp8	protein_coding	0.997550820759229	0.854766150691642	0.962922801302113
chr1	HAVANA	gene	185332149	185357777	+	ENSMUSG00000026617.16	Bpnt1	protein_coding	0.997550876049643	0.976726489854221	0.993669135115295
chr2	HAVANA	gene	165784152	165899016	-	ENSMUSG00000039671.18	Zmynd8	protein_coding	0.997551032955683	0.987724397670741	0.960491462117263
chr16	ENSEMBL	gene	33380775	33503903	+	ENSMUSG00000022811.16	Zfp148	protein_coding	0.997551166879253	0.880613875597345	0.980261259470721
chr1	HAVANA	gene	53806876	54195168	-	ENSMUSG00000042807.15	Hecw2	protein_coding	0.99755118814283	0.997159098868756	0.961341340680812
chr6	HAVANA	gene	70209552	70213767	-	ENSMUSG00000105727.1	RP23-64J23.3	processed_pseudogene	0.997551220750256	0.994749028697345	NA
chr5	HAVANA	gene	142525838	142530076	-	ENSMUSG00000074817.2	Papolb	protein_coding	0.997551264985955	0.997197436169348	NA
chr15	HAVANA	gene	90764279	90764656	-	ENSMUSG00000067870.5	Rpl31-ps8	processed_pseudogene	0.997551599901929	0.445749224691865	0.959640644899213
chr6	HAVANA	gene	56882400	56923932	-	ENSMUSG00000029780.14	Nt5c3	protein_coding	0.997552282662118	0.996446352649189	0.993911130225523
chr13	HAVANA	gene	64927942	64929161	-	ENSMUSG00000113263.1	RP24-168J2.4	processed_pseudogene	0.997552610040423	0.99345372181893	0.960457871358651
chr18	HAVANA	gene	25168999	25467321	+	ENSMUSG00000033632.15	RP24-483G17.1	protein_coding	0.997552725600682	0.47177604247564	0.869013932405138
chr19	HAVANA	gene	41829970	41832583	+	ENSMUSG00000067199.4	Frat1	protein_coding	0.997553052261666	0.997576914174364	0.993488093244466
chr18	HAVANA	gene	33794892	33795986	+	ENSMUSG00000087590.2	Epb41l4aos	lincRNA	0.997553123330597	0.908500636129373	0.959396410376437
chr6	HAVANA	gene	137252319	137463233	+	ENSMUSG00000030223.14	Ptpro	protein_coding	0.99755352697044	0.95296975607366	0.959494015842598
chr1	HAVANA	gene	177020073	177258203	-	ENSMUSG00000019699.16	Akt3	protein_coding	0.997553743125686	0.792764801875558	0.959398027759659
chr11	HAVANA	gene	101769742	101785371	-	ENSMUSG00000017724.14	Etv4	protein_coding	0.99755413218443	0.998104880496859	0.980363497380796
chrX	HAVANA	gene	134944526	134964754	-	ENSMUSG00000009941.10	Nxf2	protein_coding	0.997554759716938	0.997225738388066	NA
chr9	HAVANA	gene	20385234	20387728	+	ENSMUSG00000110910.1	RP24-316F13.7	TEC	0.997555364445029	NA	NA
chr12	HAVANA	gene	85234520	85270599	-	ENSMUSG00000021245.15	Mlh3	protein_coding	0.997556471791837	0.999116052587768	0.965254484508244
chr3	HAVANA	gene	38874570	38888259	-	ENSMUSG00000086181.1	AC161228.1	antisense	0.997557072744001	0.999531614129829	NA
chr16	HAVANA	gene	38742264	38769049	+	ENSMUSG00000022793.16	B4galt4	protein_coding	0.99755759313123	0.994606586096238	0.993749002896032
chr12	HAVANA	gene	4917353	5047394	+	ENSMUSG00000052812.5	Atad2b	protein_coding	0.997557605586185	0.715784721606265	0.959416743677871
chr16	HAVANA	gene	5013909	5049863	-	ENSMUSG00000022536.14	Glyr1	protein_coding	0.997557705761974	0.995377970466284	0.980162715804405
chr14	HAVANA	gene	34370274	34374789	-	ENSMUSG00000023064.4	Sncg	protein_coding	0.99755816508107	0.995227924516899	0.914025989473945
chr12	HAVANA	gene	19301653	19305191	+	ENSMUSG00000113959.1	RP23-344H4.4	TEC	0.997558501115036	0.996204646567716	NA
chr5	HAVANA	gene	122421693	122444912	+	ENSMUSG00000029466.11	Anapc7	protein_coding	0.997558510609202	0.9954247690014	0.991111797849752
chr4	HAVANA	gene	119195306	119201298	+	ENSMUSG00000028643.11	Svbp	protein_coding	0.997560155717703	0.812749967929942	0.960255096854691
chr11	HAVANA	gene	62602877	62604807	+	ENSMUSG00000086841.1	RP23-234K24.8	processed_transcript	0.99756033489498	0.366363913870803	0.738666466051506
chrX	HAVANA	gene	21360865	21364622	+	ENSMUSG00000051537.9	RP23-171J18.1	transcribed_processed_pseudogene	0.997560415042584	0.997129994999705	NA
chr9	HAVANA	gene	72728140	72730888	+	ENSMUSG00000102411.1	RP23-461P14.1	TEC	0.997561571360894	0.997837677399107	0.972476509895298
chr2	HAVANA	gene	156019139	156052947	-	ENSMUSG00000013338.16	Fer1l4	protein_coding	0.997561602108767	0.993280888431499	0.960498960387413
chr4	HAVANA	gene	120930137	120951699	-	ENSMUSG00000064141.14	Zfp69	protein_coding	0.997562403531676	0.996447564471967	0.998023417496925
chrX	HAVANA	gene	61785381	61786032	+	ENSMUSG00000050900.5	RP23-267D10.1	processed_pseudogene	0.997563518094273	0.998056802365142	0.99038978163024
chr3	HAVANA	gene	106481982	106485913	-	ENSMUSG00000091575.2	RP23-175B15.1	processed_transcript	0.997563736398107	NA	NA
chr13	HAVANA	gene	31556134	31560976	+	ENSMUSG00000038415.10	Foxq1	protein_coding	0.997564012695547	0.976756221854893	0.958856281655579
chr5	HAVANA	gene	3928054	4081310	+	ENSMUSG00000040407.17	Akap9	protein_coding	0.99756412790115	0.800590445267325	0.96056443681862
chr9	HAVANA	gene	70088511	70142560	-	ENSMUSG00000032224.15	Fam81a	protein_coding	0.997564996135291	0.768104582926544	0.962442796526468
chr2	HAVANA	gene	10080593	10092806	+	ENSMUSG00000037262.7	Kin	protein_coding	0.997565020715208	0.997667787214347	0.972604190891376
chr17	HAVANA	gene	34976899	34981788	-	ENSMUSG00000073415.4	RP23-349B4.5	antisense	0.997565170264193	0.936785260152365	0.962398577425554
chr5	HAVANA	gene	129881156	129887470	-	ENSMUSG00000070493.3	Chchd2	protein_coding	0.9975652494017	0.640794742477099	0.960520570408575
chr17	HAVANA	gene	24888486	24895087	-	ENSMUSG00000073436.11	Eme2	protein_coding	0.997565321523587	0.999404723227877	0.972202722428936
chr10	HAVANA	gene	40630011	40681847	+	ENSMUSG00000063428.8	Ddo	protein_coding	0.997565545781333	0.998537608201424	0.982109684462479
chr8	HAVANA	gene	57550299	57551303	+	ENSMUSG00000070025.8	AC130841.3	processed_pseudogene	0.997565772535805	NA	0.987965658360003
chr5	HAVANA	gene	34761740	34912534	+	ENSMUSG00000029104.15	Htt	protein_coding	0.997566625661318	0.8502028922766	0.961567996028759
chr17	HAVANA	gene	26196226	26207786	-	ENSMUSG00000073433.10	Arhgdig	protein_coding	0.997567335733913	0.98789349464683	0.976504310059317
chr13	HAVANA	gene	91368990	91388085	-	ENSMUSG00000097182.2	RP23-241P22.1	lincRNA	0.997567416274191	NA	0.993496855211834
chr2	HAVANA	gene	23115606	23156024	-	ENSMUSG00000026779.6	Mastl	protein_coding	0.997568232695524	0.998003132947902	0.965896478534652
chr1	HAVANA	gene	153455758	153487660	-	ENSMUSG00000042699.11	Dhx9	protein_coding	0.997568441618048	0.551270707791794	0.962941774759141
chr14	HAVANA	gene	26203369	26207041	-	ENSMUSG00000021867.16	Tmem254b	protein_coding	0.997568500175635	0.531156615337092	0.972471828300072
chr1	HAVANA	gene	180976210	181020904	-	ENSMUSG00000038776.13	Ephx1	protein_coding	0.997568877018319	0.996161408212346	0.981565499617249
chr17	HAVANA	gene	46650337	46664364	+	ENSMUSG00000038545.13	Cul7	protein_coding	0.99756925218194	0.997969156000631	0.986284784389197
chr9	HAVANA	gene	119937606	119967793	+	ENSMUSG00000032514.11	Ttc21a	protein_coding	0.997569506270261	0.996815906358079	NA
chr8	HAVANA	gene	33619586	33641967	-	ENSMUSG00000052906.7	Ubxn8	protein_coding	0.997569516801606	0.994800364899761	0.961580812189777
chr4	HAVANA	gene	115106323	115134281	-	ENSMUSG00000047155.13	Cyp4x1	protein_coding	0.997569528772872	0.996909478709607	NA
chr18	ENSEMBL	gene	75820178	76148561	+	ENSMUSG00000044646.14	Zbtb7c	protein_coding	0.997570342408449	0.999668943222603	0.966292184835226
chr8	HAVANA	gene	45269671	45308466	-	ENSMUSG00000031640.11	RP24-148H22.2	protein_coding	0.997571500998134	NA	NA
chr17	ENSEMBL	gene	14709066	14710055	+	ENSMUSG00000079311.1	Gm3222	processed_pseudogene	0.99757207879116	0.998825978844758	0.979116142023614
